iter,current_fitness,new_fitness
0,245.38500000000002,245.38500000000002
1,206.689,206.689
2,206.689,245.38500000000002
3,206.689,206.689
4,206.689,245.38500000000002
5,52.19699999999999,52.19699999999999
6,13.501000000000005,13.501000000000005
7,13.501000000000005,206.689
8,13.501000000000005,13.501000000000005
9,13.501000000000005,52.19699999999999
10,13.501000000000005,245.38500000000002
11,13.501000000000005,52.19699999999999
12,13.501000000000005,245.38500000000002
13,13.501000000000005,206.689
14,13.501000000000005,13.501000000000005
15,13.501000000000005,206.689
16,13.501000000000005,245.38500000000002
17,13.501000000000005,206.689
18,13.501000000000005,245.38500000000002
19,13.501000000000005,52.19699999999999
20,13.501000000000005,245.38500000000002
21,13.501000000000005,52.19699999999999
22,13.501000000000005,245.38500000000002
23,13.501000000000005,52.19699999999999
24,13.501000000000005,245.38500000000002
25,13.501000000000005,206.689
26,13.501000000000005,13.501000000000005
27,13.501000000000005,206.689
28,13.501000000000005,245.38500000000002
29,13.501000000000005,52.19699999999999
30,13.501000000000005,13.501000000000005
31,13.501000000000005,52.19699999999999
32,13.501000000000005,13.501000000000005
33,13.501000000000005,52.19699999999999
34,13.501000000000005,245.38500000000002
35,13.501000000000005,52.19699999999999
36,13.501000000000005,245.38500000000002
37,13.501000000000005,52.19699999999999
38,13.501000000000005,245.38500000000002
39,13.501000000000005,206.689
40,13.501000000000005,245.38500000000002
41,13.501000000000005,206.689
42,13.501000000000005,13.501000000000005
43,13.501000000000005,52.19699999999999
44,13.501000000000005,245.38500000000002
45,13.501000000000005,206.689
46,13.501000000000005,245.38500000000002
47,13.501000000000005,52.19699999999999
48,13.501000000000005,245.38500000000002
49,13.501000000000005,52.19699999999999
50,13.501000000000005,13.501000000000005
51,13.501000000000005,52.19699999999999
52,13.501000000000005,13.501000000000005
53,13.501000000000005,52.19699999999999
54,13.501000000000005,13.501000000000005
55,13.501000000000005,52.19699999999999
56,13.501000000000005,13.501000000000005
57,13.501000000000005,206.689
58,13.501000000000005,13.501000000000005
59,13.501000000000005,52.19699999999999
60,13.501000000000005,245.38500000000002
61,13.501000000000005,52.19699999999999
62,13.501000000000005,13.501000000000005
63,13.501000000000005,206.689
64,13.501000000000005,13.501000000000005
65,13.501000000000005,206.689
66,13.501000000000005,245.38500000000002
67,13.501000000000005,206.689
68,13.501000000000005,13.501000000000005
69,13.501000000000005,206.689
70,13.501000000000005,245.38500000000002
71,13.501000000000005,52.19699999999999
72,13.501000000000005,245.38500000000002
73,13.501000000000005,206.689
74,13.501000000000005,245.38500000000002
75,13.501000000000005,52.19699999999999
76,13.501000000000005,13.501000000000005
77,13.501000000000005,52.19699999999999
78,13.501000000000005,13.501000000000005
79,13.501000000000005,52.19699999999999
80,13.501000000000005,245.38500000000002
81,13.501000000000005,206.689
82,13.501000000000005,245.38500000000002
83,13.501000000000005,206.689
84,13.501000000000005,13.501000000000005
85,13.501000000000005,52.19699999999999
86,13.501000000000005,245.38500000000002
87,13.501000000000005,206.689
88,13.501000000000005,245.38500000000002
89,13.501000000000005,52.19699999999999
90,13.501000000000005,13.501000000000005
91,13.501000000000005,52.19699999999999
92,13.501000000000005,13.501000000000005
93,13.501000000000005,52.19699999999999
94,13.501000000000005,13.501000000000005
95,13.501000000000005,52.19699999999999
96,13.501000000000005,245.38500000000002
97,13.501000000000005,52.19699999999999
98,13.501000000000005,13.501000000000005
99,13.501000000000005,206.689
100,13.501000000000005,245.38500000000002
101,13.501000000000005,52.19699999999999
102,13.501000000000005,245.38500000000002
103,13.501000000000005,52.19699999999999
104,13.501000000000005,13.501000000000005
105,13.501000000000005,206.689
106,13.501000000000005,13.501000000000005
107,13.501000000000005,52.19699999999999
108,13.501000000000005,13.501000000000005
109,13.501000000000005,206.689
110,13.501000000000005,245.38500000000002
111,13.501000000000005,206.689
112,13.501000000000005,13.501000000000005
113,13.501000000000005,206.689
114,13.501000000000005,245.38500000000002
